date ,Organisme ,service ,moins de 1 an ,plus de 75 ans ,entre 1 et 75 ans ,TOTAL passages ,hospitalisés ,UHCD ,Transferts 
14/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,12,0,43,55,9,0,0
14/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,20,94,114,12,12,1
14/02/2013,CH de Guebwiller,UHTCD,0,7,35,42,1,5,2
14/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,16,27,6,0,0
14/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,19,87,106,14,8,6
14/02/2013,CH de Saverne,S.A.U. (ADULTES),0,12,39,51,9,4,1
14/02/2013,CH de Saverne,PEDIATRIE,6,0,17,23,5,3,0
14/02/2013,CH de Sélestat,Acceuil des urgences,2,13,64,79,12,4,3
14/02/2013,CH de Thann,Urgences,0,3,30,33,2,1,0
14/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,48,65,44,0,2
14/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,0,0,47,47,5,5,0
14/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,14,0,51,65,8,6,0
14/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,21,21,12,0,0
14/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,23,83,106,34,0,0
14/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,2,36,39,8,0,2
14/02/2013,Clinique des Diaconesses,SOS Main,0,3,36,39,0,20,0
14/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,1,62,63,2,9,3
14/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
14/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
13/02/2013,CCOM,CCOM Chirurgie,0,0,24,24,5,0,0
13/02/2013,CH Altkirch,Upatou,0,5,32,37,2,2,1
13/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,15,0,51,66,14,0,0
13/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,22,98,120,24,11,1
13/02/2013,CH de Guebwiller,UHTCD,0,4,31,35,2,1,1
13/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,9,0,22,31,4,1,0
13/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,31,86,117,11,9,4
13/02/2013,CH de Saverne,PEDIATRIE,2,0,16,18,2,3,0
13/02/2013,CH de Saverne,S.A.U. (ADULTES),0,9,35,44,11,5,0
13/02/2013,CH de Sélestat,Acceuil des urgences,5,12,61,78,10,3,2
13/02/2013,CH de Thann,Urgences,0,3,24,27,3,2,0
13/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,18,54,72,36,1,1
13/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,5,0,31,36,4,4,0
13/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,20,0,41,61,8,8,0
13/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,25,25,12,0,0
13/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,21,68,89,43,0,2
13/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,9,34,44,5,0,0
13/02/2013,Clinique des Diaconesses,SOS Main,0,1,36,37,18,0,1
13/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,5,60,65,3,9,1
13/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
13/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
12/02/2013,CCOM,CCOM Chirurgie,0,0,19,19,1,0,0
12/02/2013,CH Altkirch,Upatou,0,5,27,32,2,2,1
12/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,11,0,43,54,3,0,0
12/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,24,87,111,12,11,0
12/02/2013,CH de Guebwiller,UHTCD,0,2,31,33,2,3,1
12/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,10,0,24,34,7,1,0
12/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,20,89,109,10,12,9
12/02/2013,CH de Saverne,S.A.U. (ADULTES),0,9,41,50,10,6,1
12/02/2013,CH de Saverne,PEDIATRIE,2,0,11,13,1,0,0
12/02/2013,CH de Sélestat,Acceuil des urgences,0,10,51,61,10,5,3
12/02/2013,CH de Thann,Urgences,0,2,32,34,0,4,0
12/02/2013,CH de Wissembourg,Urgences ,0,4,28,32,6,1,0
12/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,11,48,59,26,1,1
12/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,21,0,41,62,10,9,0
12/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,4,0,34,38,2,2,0
12/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,19,64,83,33,0,1
12/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),2,0,23,25,15,0,0
12/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,8,32,40,6,0,0
12/02/2013,Clinique des Diaconesses,SOS Main,0,1,35,36,0,0,0
12/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,1,58,60,0,13,3
12/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
12/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
11/02/2013,CCOM,CCOM Chirurgie,0,0,21,21,0,0,0
11/02/2013,CH Altkirch,Upatou,0,10,30,40,7,2,1
11/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,51,58,7,0,0
11/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,25,119,144,17,14,1
11/02/2013,CH de Guebwiller,UHTCD,0,7,37,44,2,2,1
11/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,10,0,31,41,6,1,0
11/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,21,118,139,16,17,1
11/02/2013,CH de Saverne,S.A.U. (ADULTES),0,9,65,74,10,8,0
11/02/2013,CH de Saverne,PEDIATRIE,4,0,23,27,0,1,0
11/02/2013,CH de Sélestat,Acceuil des urgences,1,7,84,92,20,5,2
11/02/2013,CH de Thann,Urgences,0,9,28,37,2,3,0
11/02/2013,CH de Wissembourg,Urgences ,0,8,39,47,10,3,0
11/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,24,51,75,40,0,2
11/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,14,0,55,69,10,10,0
11/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,31,31,17,0,0
11/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,0,0,59,59,7,7,0
11/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,15,85,100,35,0,1
11/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,6,50,56,5,0,1
11/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,3,68,71,4,8,2
11/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
11/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
10/02/2013,CCOM,CCOM Chirurgie,0,2,24,26,8,0,0
10/02/2013,CH Altkirch,Upatou,1,2,43,46,1,2,1
10/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,23,0,58,81,10,0,0
10/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,19,99,118,20,14,0
10/02/2013,CH de Guebwiller,UHTCD,1,3,46,50,0,2,1
10/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,15,0,30,45,3,1,0
10/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,30,101,131,14,11,4
10/02/2013,CH de Saverne,PEDIATRIE,9,0,24,33,4,1,0
10/02/2013,CH de Saverne,S.A.U. (ADULTES),0,6,39,45,3,5,1
10/02/2013,CH de Sélestat,Acceuil des urgences,4,11,74,89,10,6,2
10/02/2013,CH de Thann,Urgences,0,7,34,41,4,1,2
10/02/2013,CH de Wissembourg,Urgences ,1,1,34,36,3,3,0
10/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,72,89,42,0,3
10/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,38,41,2,3,0
10/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,15,79,94,34,0,2
10/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,11,0,80,91,8,8,0
10/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,28,28,9,0,0
10/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,3,42,45,4,0,2
10/02/2013,Clinique des Diaconesses,SOS Main,0,1,32,33,12,2,1
10/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,3,77,80,0,10,2
10/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
10/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
9/02/2013,CCOM,CCOM Chirurgie,0,1,20,21,3,0,0
9/02/2013,CH Altkirch,Upatou,0,6,37,43,5,1,1
9/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,15,0,44,59,13,0,0
9/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,27,118,145,24,10,4
9/02/2013,CH de Guebwiller,UHTCD,0,5,34,39,1,2,1
9/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,19,0,27,46,4,3,0
9/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,2,32,123,157,8,14,4
9/02/2013,CH de Saverne,S.A.U. (ADULTES),0,11,36,47,11,5,0
9/02/2013,CH de Saverne,PEDIATRIE,4,0,23,27,3,1,0
9/02/2013,CH de Sélestat,Acceuil des urgences,3,11,65,79,15,5,2
9/02/2013,CH de Thann,Urgences,0,4,38,42,2,1,0
9/02/2013,CH de Wissembourg,Urgences ,1,5,19,25,7,0,1
9/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,16,76,92,35,0,1
9/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,36,38,5,4,0
9/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,11,77,88,42,0,3
9/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,12,0,51,63,9,8,0
9/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,1,24,25,3,0,0
9/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,7,46,53,10,1,1
9/02/2013,Clinique des Diaconesses,SOS Main,0,1,23,24,7,0,0
9/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,4,81,85,2,7,5
9/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
9/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
8/02/2013,CCOM,CCOM Chirurgie,0,4,33,37,2,0,0
8/02/2013,CH Altkirch,Upatou,0,4,34,38,5,1,0
8/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,10,0,47,57,10,0,0
8/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,25,90,115,27,8,2
8/02/2013,CH de Guebwiller,UHTCD,0,9,40,49,3,4,1
8/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,6,0,33,39,7,0,0
8/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,4,21,109,134,15,11,5
8/02/2013,CH de Saverne,PEDIATRIE,5,0,13,18,1,0,0
8/02/2013,CH de Saverne,S.A.U. (ADULTES),0,11,43,54,17,3,0
8/02/2013,CH de Sélestat,Acceuil des urgences,1,13,65,79,19,5,2
8/02/2013,CH de Thann,Urgences,0,7,38,45,2,2,1
8/02/2013,CH de Wissembourg,Urgences ,0,6,21,27,6,0,0
8/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,20,63,83,38,1,3
8/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,44,46,3,3,0
8/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,15,87,102,43,0,0
8/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,8,0,48,56,14,13,0
8/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,36,36,15,0,0
8/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,7,42,49,7,0,1
8/02/2013,Clinique des Diaconesses,SOS Main,0,2,19,21,5,0,0
8/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,4,70,74,3,10,3
8/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
8/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
7/02/2013,CCOM,CCOM Chirurgie,0,1,24,25,6,0,0
7/02/2013,CH Altkirch,Upatou,0,1,28,29,3,0,1
7/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,12,0,51,63,16,0,1
7/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,21,105,126,17,12,0
7/02/2013,CH de Guebwiller,UHTCD,0,6,39,45,1,2,1
7/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,13,0,37,50,12,3,0
7/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,19,116,135,9,12,5
7/02/2013,CH de Saverne,S.A.U. (ADULTES),0,7,37,44,12,4,1
7/02/2013,CH de Saverne,PEDIATRIE,5,0,16,21,4,1,0
7/02/2013,CH de Sélestat,Acceuil des urgences,1,14,53,68,20,4,1
7/02/2013,CH de Thann,Urgences,0,5,34,39,3,3,1
7/02/2013,CH de Wissembourg,Urgences ,1,6,32,39,6,0,0
7/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,18,57,75,32,2,1
7/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,1,0,44,45,3,3,0
7/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,13,76,89,34,0,1
7/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,17,0,59,76,6,6,0
7/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,26,26,13,0,0
7/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,4,42,46,5,0,1
7/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,2,58,60,0,4,1
7/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
7/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
6/02/2013,CCOM,CCOM Chirurgie,0,1,24,25,2,0,0
6/02/2013,CH Altkirch,Upatou,0,8,32,40,5,2,3
6/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,6,0,51,57,8,0,0
6/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,25,84,109,23,15,1
6/02/2013,CH de Guebwiller,UHTCD,0,4,24,28,1,1,0
6/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,10,0,29,39,3,0,0
6/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,24,104,128,13,9,3
6/02/2013,CH de Saverne,PEDIATRIE,6,0,19,25,3,2,0
6/02/2013,CH de Saverne,S.A.U. (ADULTES),0,12,39,51,5,5,2
6/02/2013,CH de Sélestat,Acceuil des urgences,1,8,59,68,9,4,4
6/02/2013,CH de Thann,Urgences,0,5,23,28,5,1,0
6/02/2013,CH de Wissembourg,Urgences ,0,5,21,26,7,1,0
6/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,13,68,81,48,0,3
6/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,17,0,40,57,10,9,0
6/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,24,24,12,0,0
6/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,49,52,5,5,0
6/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,16,70,86,39,0,0
6/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,6,41,48,6,0,0
6/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,3,59,63,1,7,0
6/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
6/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
5/02/2013,CCOM,CCOM Chirurgie,0,6,22,28,7,0,0
5/02/2013,CH Altkirch,Upatou,0,6,22,28,5,1,2
5/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,12,0,51,63,12,0,0
5/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,23,97,120,23,14,2
5/02/2013,CH de Guebwiller,UHTCD,0,6,40,46,3,3,1
5/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,15,0,16,31,5,2,0
5/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,20,98,118,13,6,5
5/02/2013,CH de Saverne,PEDIATRIE,2,0,20,22,2,0,0
5/02/2013,CH de Saverne,S.A.U. (ADULTES),0,9,50,59,11,5,0
5/02/2013,CH de Sélestat,Acceuil des urgences,2,7,70,79,18,5,0
5/02/2013,CH de Thann,Urgences,1,8,30,39,2,1,1
5/02/2013,CH de Wissembourg,Urgences ,0,6,35,41,8,1,2
5/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,18,75,93,52,1,2
5/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,4,0,54,58,5,5,0
5/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,19,83,102,46,0,0
5/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,8,0,61,69,9,8,0
5/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,30,30,16,0,0
5/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,2,47,49,5,0,1
5/02/2013,Clinique des Diaconesses,SOS Main,0,0,27,27,10,0,0
5/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,4,65,70,2,9,2
5/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
5/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
4/02/2013,CCOM,CCOM Chirurgie,0,1,29,30,1,0,0
4/02/2013,CH Altkirch,Upatou,0,7,39,46,5,2,0
4/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,12,0,40,52,9,0,0
4/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,24,103,127,13,12,0
4/02/2013,CH de Guebwiller,UHTCD,0,3,40,43,2,1,1
4/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,13,0,37,50,4,2,0
4/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,2,19,121,142,16,9,7
4/02/2013,CH de Saverne,S.A.U. (ADULTES),0,16,44,60,17,3,0
4/02/2013,CH de Saverne,PEDIATRIE,3,0,22,25,6,0,0
4/02/2013,CH de Sélestat,Acceuil des urgences,0,12,72,84,16,6,3
4/02/2013,CH de Thann,Urgences,0,10,31,41,3,2,0
4/02/2013,CH de Wissembourg,Urgences ,1,9,31,41,11,0,0
4/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,25,66,91,41,2,2
4/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,5,0,64,69,6,5,0
4/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,12,79,91,36,0,0
4/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,17,0,58,75,11,11,0
4/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,1,32,33,13,0,0
4/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,5,47,52,3,0,3
4/02/2013,Clinique des Diaconesses,SOS Main,0,2,35,37,8,0,0
4/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,2,74,76,0,8,4
4/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
4/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
3/02/2013,CCOM,CCOM Chirurgie,0,0,15,15,1,0,0
3/02/2013,CH Altkirch,Upatou,0,4,38,42,4,2,2
3/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,9,0,61,70,10,0,0
3/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,16,100,116,18,15,2
3/02/2013,CH de Guebwiller,UHTCD,0,4,39,43,0,5,1
3/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,10,0,45,55,9,0,0
3/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,24,119,144,10,12,5
3/02/2013,CH de Saverne,S.A.U. (ADULTES),0,8,51,59,8,4,0
3/02/2013,CH de Saverne,PEDIATRIE,4,0,17,21,1,1,0
3/02/2013,CH de Sélestat,Acceuil des urgences,3,9,87,99,12,3,2
3/02/2013,CH de Thann,Urgences,0,9,35,44,4,3,1
3/02/2013,CH de Wissembourg,Urgences ,2,8,22,32,4,3,2
3/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,18,76,94,31,0,0
3/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,17,0,67,84,9,8,0
3/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,27,27,11,0,0
3/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,13,82,95,45,0,0
3/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,45,47,4,4,0
3/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),2,2,53,57,7,0,1
3/02/2013,Clinique des Diaconesses,SOS Main,0,0,28,28,12,0,0
3/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,4,81,86,1,6,1
3/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
3/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
2/02/2013,CCOM,CCOM Chirurgie,0,0,16,16,0,0,0
2/02/2013,CH Altkirch,Upatou,0,7,30,37,9,2,0
2/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,15,0,58,73,11,0,0
2/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,32,107,139,24,10,5
2/02/2013,CH de Guebwiller,UHTCD,0,7,28,35,0,2,2
2/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,18,0,46,64,5,2,0
2/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,27,106,133,15,13,3
2/02/2013,CH de Saverne,PEDIATRIE,3,0,13,16,2,1,0
2/02/2013,CH de Saverne,S.A.U. (ADULTES),1,8,47,56,5,1,1
2/02/2013,CH de Sélestat,Acceuil des urgences,1,9,72,82,12,2,1
2/02/2013,CH de Thann,Urgences,0,13,32,45,4,13,1
2/02/2013,CH de Wissembourg,Urgences ,2,6,31,39,8,0,1
2/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,19,83,102,40,2,0
2/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,20,0,74,94,12,12,0
2/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,27,27,9,0,0
2/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,10,63,73,31,0,0
2/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,1,0,48,49,6,6,0
2/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),2,8,47,57,7,1,1
2/02/2013,Clinique des Diaconesses,SOS Main,0,2,41,43,19,0,0
2/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,2,61,63,0,6,2
2/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
2/02/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
1/02/2013,CCOM,CCOM Chirurgie,0,0,27,27,3,0,0
1/02/2013,CH Altkirch,Upatou,0,7,44,51,6,0,0
1/02/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,45,0,8,53,9,0,0
1/02/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,37,102,139,29,13,4
1/02/2013,CH de Guebwiller,UHTCD,1,7,22,30,3,2,0
1/02/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,14,0,32,46,8,0,0
1/02/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,26,101,128,12,16,2
1/02/2013,CH de Saverne,PEDIATRIE,2,0,15,17,0,1,0
1/02/2013,CH de Saverne,S.A.U. (ADULTES),0,8,35,43,9,7,0
1/02/2013,CH de Sélestat,Acceuil des urgences,0,7,77,84,22,7,0
1/02/2013,CH de Thann,Urgences,1,7,31,39,4,0,2
1/02/2013,CH de Wissembourg,Urgences ,1,7,23,31,4,2,1
1/02/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,20,53,73,37,2,2
1/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,19,0,44,63,8,6,0
1/02/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),1,0,22,23,12,0,0
1/02/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,5,0,46,51,5,5,0
1/02/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,16,71,87,39,0,0
1/02/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,10,48,58,14,1,1
1/02/2013,Clinique des Diaconesses,SOS Main,0,0,31,31,11,0,0
1/02/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,6,54,60,1,5,2
1/02/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
